id,submit_time,cpu,gpu,duration,assigned_node,start_time,end_time,wait_time,turnaround_time
instance_7284,475.00000000000006,96.0,0,2368.0,n-0,475.00000000000006,2843.0,0.0,2368.0
instance_7286,536.0,192.0,0,3138.0000000000005,n-1,536.0,3674.0000000000005,0.0,3138.0000000000005
instance_7281,683.0,64.0,0,91047.0,n-0,683.0,91730.0,0.0,91047.0
instance_7288,687.0,64.0,0,4353.0,n-2,687.0,5040.0,0.0,4353.0
instance_7289,736.0,64.0,0,136782.0,n-2,736.0,137518.0,0.0,136782.0
instance_7290,795.0,64.0,0,6195.0,n-2,795.0,6990.0,0.0,6195.0
instance_7291,795.0,64.0,0,17389.0,n-3,795.0,18184.0,0.0,17389.0
instance_7293,1641.0,96.0,0,141062.0,n-3,1641.0,142703.0,0.0,141062.0
instance_7297,3496.0,96.0,0,14742.0,n-0,3496.0,18238.0,0.0,14742.0
instance_7299,3836.0000000000005,48.0,0,952.9999999999995,n-1,3836.0000000000005,4789.0,0.0,952.9999999999995
instance_7300,3973.0000000000005,12.0,1,1673.9999999999995,n-0,3973.0000000000005,5647.0,0.0,1673.9999999999995
instance_7301,3974.0000000000005,12.0,1,1683.9999999999995,n-0,3974.0000000000005,5658.0,0.0,1683.9999999999995
instance_7302,4012.0000000000005,12.0,1,1952.9999999999995,n-3,4012.0000000000005,5965.0,0.0,1952.9999999999995
instance_7306,4275.0,64.0,0,288820.0,n-1,4275.0,293095.0,0.0,288820.0
instance_7303,4290.0,64.0,0,20770.0,n-1,4290.0,25060.0,0.0,20770.0
instance_7308,4824.0,8.0,1,11487.000000000002,n-3,4824.0,16311.000000000002,0.0,11487.000000000002
instance_7296,5687.0,192.0,0,126.0,n-4,5687.0,5813.0,0.0,126.0
instance_7311,6222.0,64.0,0,211149.0,n-1,6222.0,217371.0,0.0,211149.0
instance_7309,6251.0,64.0,0,6492.0,n-2,6251.0,12743.0,0.0,6492.0
instance_7310,6251.0,64.0,0,44741.0,n-4,6251.0,50992.0,0.0,44741.0
instance_7314,7535.000000000001,64.0,0,43007.0,n-2,7535.000000000001,50542.0,0.0,43007.0
instance_7316,8164.000000000001,64.0,0,17525.0,n-4,8164.000000000001,25689.0,0.0,17525.0
instance_7318,8975.0,64.0,0,57542.0,n-4,8975.0,66517.0,0.0,57542.0
instance_7319,9124.0,8.0,1,3596.0,n-3,9124.0,12720.0,0.0,3596.0
instance_7320,9124.0,8.0,1,14287.0,n-0,9124.0,23411.0,0.0,14287.0
instance_7315,9423.0,192.0,0,131.0,n-5,9423.0,9554.0,0.0,131.0
instance_7321,9634.0,48.0,0,295257.0,n-5,9634.0,304891.0,0.0,295257.0
instance_7323,11708.0,64.0,0,117679.00000000001,n-5,11708.0,129387.00000000001,0.0,117679.00000000001
instance_7324,13093.0,8.0,1,3586.0,n-0,13093.0,16679.0,0.0,3586.0
instance_7325,13541.0,64.0,0,126.0,n-2,13541.0,13667.0,0.0,126.0
instance_7331,16286.000000000002,192.0,0,49138.00000000001,n-6,16286.000000000002,65424.00000000001,0.0,49138.00000000001
instance_7333,17180.0,96.0,0,22881.0,n-7,17180.0,40061.0,0.0,22881.0
instance_7334,17237.0,64.0,0,67803.0,n-2,17237.0,85040.0,0.0,67803.0
instance_7336,17237.0,64.0,0,29355.0,n-5,17237.0,46592.0,0.0,29355.0
instance_7337,17237.0,96.0,0,100088.00000000001,n-7,17237.0,117325.00000000001,0.0,100088.00000000001
instance_7338,17663.0,64.0,0,4396.0,n-8,17663.0,22059.0,0.0,4396.0
instance_7339,17663.0,48.0,0,4529.0,n-8,17663.0,22192.0,0.0,4529.0
instance_7340,18087.0,96.0,0,5181.0,n-9,18087.0,23268.0,0.0,5181.0
instance_7343,21259.0,64.0,0,3762.0,n-8,21259.0,25021.0,0.0,3762.0
instance_7346,22207.0,96.0,0,4611.0,n-3,22207.0,26818.0,0.0,4611.0
instance_7348,23005.0,64.0,0,82947.0,n-9,23005.0,105952.0,0.0,82947.0
instance_7350,24293.0,64.0,0,7489.000000000004,n-0,24293.0,31782.000000000004,0.0,7489.000000000004
instance_7351,24439.0,64.0,0,10292.0,n-0,24439.0,34731.0,0.0,10292.0
instance_7352,24439.0,64.0,0,104948.00000000001,n-8,24439.0,129387.00000000001,0.0,104948.00000000001
instance_7353,24576.0,192.0,0,191679.0,n-10,24576.0,216255.0,0.0,191679.0
instance_7354,25145.0,64.0,0,190053.0,n-1,25145.0,215198.0,0.0,190053.0
instance_7357,26731.0,64.0,0,8147.0,n-4,26731.0,34878.0,0.0,8147.0
instance_7359,27459.0,48.0,0,7032.0,n-3,27459.0,34491.0,0.0,7032.0
instance_7361,28774.0,96.0,0,17752.0,n-8,28774.0,46526.0,0.0,17752.0
instance_7362,30320.000000000004,64.0,0,33669.0,n-9,30320.000000000004,63989.0,0.0,33669.0
instance_7364,30546.000000000004,48.0,0,88574.00000000001,n-3,30546.000000000004,119120.00000000001,0.0,88574.00000000001
instance_7365,30899.000000000004,96.0,0,373.0,n-11,30899.000000000004,31272.000000000004,0.0,373.0
instance_7367,31233.000000000004,64.0,0,6912.999999999996,n-9,31233.000000000004,38146.0,0.0,6912.999999999996
instance_7370,31233.000000000004,64.0,0,145292.0,n-11,31233.000000000004,176525.0,0.0,145292.0
instance_7371,31233.000000000004,48.0,0,153499.0,n-12,31233.000000000004,184732.0,0.0,153499.0
instance_7368,31276.000000000004,64.0,0,7172.999999999996,n-11,31276.000000000004,38449.0,0.0,7172.999999999996
instance_7369,31277.000000000004,48.0,0,99592.00000000001,n-11,31277.000000000004,130869.00000000001,0.0,99592.00000000001
instance_7373,31285.000000000004,96.0,0,1110.0,n-12,31285.000000000004,32395.000000000004,0.0,1110.0
instance_7374,31432.000000000004,48.0,0,240224.0,n-12,31432.000000000004,271656.0,0.0,240224.0
instance_7376,31436.000000000004,64.0,0,57557.0,n-13,31436.000000000004,88993.0,0.0,57557.0
instance_7377,31436.000000000004,64.0,0,58747.0,n-13,31436.000000000004,90183.0,0.0,58747.0
instance_7379,32362.000000000004,8.0,1,66223.0,n-5,32362.000000000004,98585.0,0.0,66223.0
instance_7381,32963.0,96.0,0,2571.0,n-12,32963.0,35534.0,0.0,2571.0
instance_7382,33018.0,96.0,0,108574.0,n-14,33018.0,141592.0,0.0,108574.0
instance_7384,33606.0,64.0,0,129.0,n-0,33606.0,33735.0,0.0,129.0
instance_7385,33978.0,96.0,0,7828.0,n-14,33978.0,41806.0,0.0,7828.0
instance_7386,34345.0,64.0,0,13047.0,n-0,34345.0,47392.0,0.0,13047.0
instance_7387,34345.0,64.0,0,8985.0,n-13,34345.0,43330.0,0.0,8985.0
instance_7389,35985.0,64.0,0,1815.0,n-0,35985.0,37800.0,0.0,1815.0
instance_7390,37034.0,192.0,0,168280.0,n-15,37034.0,205314.0,0.0,168280.0
instance_7391,37320.0,64.0,0,8824.0,n-4,37320.0,46144.0,0.0,8824.0
instance_7392,37320.0,64.0,0,8923.0,n-12,37320.0,46243.0,0.0,8923.0
instance_7394,37320.0,48.0,0,7047.0,n-3,37320.0,44367.0,0.0,7047.0
instance_7396,37320.0,48.0,0,47282.0,n-16,37320.0,84602.0,0.0,47282.0
instance_7397,37320.0,48.0,0,145768.0,n-16,37320.0,183088.0,0.0,145768.0
instance_7395,37349.0,64.0,0,9108.0,n-16,37349.0,46457.0,0.0,9108.0
instance_7393,37350.0,64.0,0,9248.0,n-17,37350.0,46598.0,0.0,9248.0
instance_7398,37853.0,8.0,1,6011.0,n-5,37853.0,43864.0,0.0,6011.0
instance_7402,37984.0,64.0,0,12548.0,n-0,37984.0,50532.0,0.0,12548.0
instance_7399,37986.0,8.0,1,170759.0,n-11,37986.0,208745.0,0.0,170759.0
instance_7404,38040.0,64.0,0,38712.0,n-17,38040.0,76752.0,0.0,38712.0
instance_7403,38065.0,64.0,0,8032.0,n-17,38065.0,46097.0,0.0,8032.0
instance_7406,38219.0,64.0,0,8221.0,n-9,38219.0,46440.0,0.0,8221.0
instance_7409,38382.0,192.0,0,37742.0,n-18,38382.0,76124.0,0.0,37742.0
instance_7412,38499.0,64.0,0,28267.0,n-11,38499.0,66766.0,0.0,28267.0
instance_7413,38549.0,64.0,0,9979.0,n-19,38549.0,48528.0,0.0,9979.0
instance_7414,38563.0,64.0,0,28835.0,n-19,38563.0,67398.0,0.0,28835.0
instance_7416,38670.0,64.0,0,32519.0,n-19,38670.0,71189.0,0.0,32519.0
instance_7407,39085.0,96.0,0,99132.0,n-20,39085.0,138217.0,0.0,99132.0
instance_7419,39105.0,96.0,0,90764.00000000001,n-20,39105.0,129869.00000000001,0.0,90764.00000000001
instance_7425,40020.0,96.0,0,100808.0,n-21,40020.0,140828.0,0.0,100808.0
instance_7427,40022.0,96.0,0,7245.0,n-21,40022.0,47267.0,0.0,7245.0
instance_7430,40684.0,48.0,0,121.0,n-7,40684.0,40805.0,0.0,121.0
instance_7431,41121.0,96.0,0,5361.0,n-7,41121.0,46482.0,0.0,5361.0
instance_7432,41181.0,64.0,0,88433.00000000001,n-22,41181.0,129614.00000000001,0.0,88433.00000000001
instance_7434,41307.0,64.0,0,37873.0,n-22,41307.0,79180.0,0.0,37873.0
instance_7435,42382.0,48.0,0,261558.0,n-22,42382.0,303940.0,0.0,261558.0
instance_7437,42728.0,64.0,0,8467.0,n-14,42728.0,51195.0,0.0,8467.0
instance_7438,42757.0,192.0,0,68258.0,n-23,42757.0,111015.0,0.0,68258.0
instance_7439,43532.0,8.0,1,169885.0,n-11,43532.0,213417.0,0.0,169885.0
instance_7440,43537.0,48.0,0,47910.0,n-13,43537.0,91447.0,0.0,47910.0
instance_7441,43637.0,48.0,0,481.0,n-24,43637.0,44118.0,0.0,481.0
instance_7443,44853.0,12.0,1,552.0,n-13,44853.0,45405.0,0.0,552.0
instance_7445,45280.0,64.0,0,92309.0,n-24,45280.0,137589.0,0.0,92309.0
instance_7460,45281.0,48.0,0,4768.0,n-3,45281.0,50049.0,0.0,4768.0
instance_7461,45281.0,48.0,0,5524.0,n-24,45281.0,50805.0,0.0,5524.0
instance_7464,45281.0,96.0,0,167753.0,n-25,45281.0,213034.0,0.0,167753.0
instance_7465,45281.0,48.0,0,173426.0,n-24,45281.0,218707.0,0.0,173426.0
instance_7463,45323.0,96.0,0,91968.0,n-25,45323.0,137291.0,0.0,91968.0
instance_7444,45324.0,64.0,0,92184.0,n-26,45324.0,137508.0,0.0,92184.0
instance_7446,45324.0,96.0,0,265327.0,n-26,45324.0,310651.0,0.0,265327.0
instance_7448,45324.0,64.0,0,92573.0,n-27,45324.0,137897.0,0.0,92573.0
instance_7449,45324.0,64.0,0,93634.0,n-27,45324.0,138958.0,0.0,93634.0
instance_7462,45324.0,64.0,0,5533.0,n-27,45324.0,50857.0,0.0,5533.0
instance_7469,45611.0,64.0,0,6533.0,n-28,45611.0,52144.0,0.0,6533.0
